127.0.0.1 - - [04/Jul/2015:16:18:18 -0400] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:20 -0400] "GET /MikeGames/index.jsp HTTP/1.1" 200 1210
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:20 -0400] "GET /MikeGames/stylesheet.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:20 -0400] "GET /MikeGames/img/logo.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:35 -0400] "GET /MikeGames/index.jsp HTTP/1.1" 200 1210
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:38 -0400] "GET /MikeGames/stylesheet.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:38 -0400] "GET /MikeGames/img/logo.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:39 -0400] "GET /MikeGames/img/bg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:39 -0400] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:50 -0400] "GET /MikeGames/troubleshoot.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/app_error.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/no_app.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/java_control_panel.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/control_panel.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/control_panel_prog.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/security.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/security_except.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/highlight_url.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/security_ok.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/security_add.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/success.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/run_app.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:52 -0400] "GET /MikeGames/img/security_warning.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:54 -0400] "GET /MikeGames/about.html HTTP/1.1" 200 952
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:56 -0400] "GET /MikeGames/login.html HTTP/1.1" 200 1258
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:18:56 -0400] "GET /MikeGames/login_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:19:22 -0400] "GET /MikeGames/register.html HTTP/1.1" 200 1485
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:19:22 -0400] "GET /MikeGames/register_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:22:07 -0400] "GET /MikeGames/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:22:32 -0400] "GET /MikeGames/index.jsp HTTP/1.1" 200 1210
127.0.0.1 - - [04/Jul/2015:16:22:34 -0400] "GET /MikeGames/Tetris.jar HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:32:32 -0400] "GET /MikeGames/index.jsp HTTP/1.1" 200 1210
127.0.0.1 - - [04/Jul/2015:16:32:33 -0400] "GET /MikeGames/Tetris.jar HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jul/2015:16:32:38 -0400] "GET /MikeGames/login.html HTTP/1.1" 200 1264
